"";"HF100";"HF101";"HF102";"HF103";"HF104";"HF105";"HF106";"HF107";"HF108";"HF109";"HF110";"HF112";"HF113";"HF114";"HF115";"HF116";"HF117";"HF119";"HF120";"HF124";"HF125";"HF126";"HF127";"HF129";"HF130";"HF131";"HF132";"HF133";"HF134";"HF135";"HF136";"HF137";"HF138";"HF139";"HF140";"HF142";"HF143";"HF144";"HF149";"HF151";"HF152";"HF153";"HF154";"HF156";"HF158";"HF159";"HF160";"HF161";"HF162";"HF163";"HF164";"HF169";"HF171";"HF172";"HF173";"HF178";"HF41";"HF46";"HF47";"HF50";"HF51";"HF52";"HF53";"HF54";"HF55";"HF56";"HF57";"HF58";"HF59";"HF60";"HF61";"HF62";"HF63";"HF64";"HF65";"HF66";"HF68";"HF71";"HF72";"HF73";"HF74";"HF75";"HF76";"HF77";"HF79";"HF80";"HF81";"HF82";"HF83";"HF84";"HF85";"HF90";"HF91";"HF92";"HF93";"HF94";"HF95";"HF96";"Domain";"Supergroup";"Division";"Subdivision";"Class";"Order";"Family";"Genus";"Species"
"Otu118";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;11;6;2;1;8;1;2;14;1;5;7;7;7;5;5;1;7;3;5;3;3;7;7;4;4;1;0;4;2;0;1;0;0;1;2;3;1;1;3;2;2;"Eukaryota";"Amoebozoa";"Evosea";"Evosea_X";"Variosea";"Variosea_X";"Filamoebidae";"Filamoeba";NA
"Otu537";2;0;0;1;2;0;2;0;10;1;1;0;1;0;2;0;3;2;1;0;2;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;6;1;0;0;1;2;4;0;0;1;0;2;0;0;1;1;0;0;0;0;3;0;2;1;0;0;0;6;0;1;0;0;1;2;3;0;0;"Eukaryota";"Archaeplastida";"Streptophyta";"Streptophyta_X";"Zygnemophyceae";"Zygnemophyceae_X";"Zygnemophyceae_XX";NA;NA
"Otu138";5;0;6;4;3;2;1;2;0;0;8;0;1;0;1;0;0;1;0;1;2;0;2;2;2;3;0;1;0;0;1;0;19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;13;0;2;4;11;5;2;4;9;6;7;4;11;25;5;8;5;8;4;0;9;8;8;4;14;1;6;1;21;1;4;2;3;5;3;0;2;2;1;15;6;"Eukaryota";"TSAR";"Rhizaria";"Cercozoa";"Filosa-Sarcomonadea";"Cercomonadida";"Paracercomonadidae";"Paracercomonas";"Paracercomonas_sp."
"Otu69";11;14;8;7;20;7;19;6;9;1;15;1;15;3;8;6;7;18;2;3;0;0;5;6;2;2;5;2;2;1;0;1;2;6;1;0;2;0;0;0;0;0;0;0;1;4;0;0;0;1;0;0;1;0;0;0;6;11;3;10;5;15;2;14;13;4;5;12;14;5;16;20;10;25;8;16;2;9;15;22;23;9;10;12;9;9;3;13;21;8;12;10;7;5;19;21;14;31;"Eukaryota";"Archaeplastida";"Chlorophyta";"Chlorophyta_X";"Pyramimonadophyceae";"Pyramimonadales";NA;NA;NA
"Otu16";35;30;28;15;14;12;19;4;19;18;28;3;23;2;14;7;22;19;57;4;12;8;20;25;18;10;12;9;16;5;9;9;38;13;3;1;4;6;1;0;3;2;4;4;3;2;2;5;1;0;1;0;4;2;0;1;39;22;4;19;8;36;9;23;23;14;21;30;21;36;23;52;39;30;18;44;3;39;40;24;20;35;6;41;21;68;14;17;31;12;43;58;18;18;22;29;41;25;"Eukaryota";"TSAR";"Rhizaria";"Cercozoa";"Filosa-Sarcomonadea";"Cercomonadida";"Cercomonadidae";"Cercomonas";"Cercomonas_sp."
"Otu265";1;1;4;2;3;3;0;4;0;1;1;0;5;3;1;0;6;8;3;0;0;1;0;2;1;0;0;2;1;0;3;2;0;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;1;0;0;0;0;0;0;2;6;0;3;1;5;2;2;2;4;2;2;4;5;1;2;1;1;4;0;2;2;4;0;0;4;5;5;5;2;1;3;3;0;7;1;2;3;1;7;6;3;"Eukaryota";"TSAR";"Stramenopiles";"Bigyra";"Opalozoa";"Opalozoa_X";"MAST-12";"MAST-12C";"MAST-12C_sp."
"Otu215";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;10;0;5;1;12;0;1;4;3;4;2;3;1;3;4;0;1;1;0;0;0;8;8;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;"Eukaryota";"TSAR";"Stramenopiles";"Gyrista";"Peronosporomycetes";"Peronosporomycetes_X";"Peronosporales";"Phytophthora";"Phytophthora_nicotianae"
"Otu428";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;1;2;13;1;0;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Eukaryota";"Excavata";"Discoba";"Discoba_X";"Heterolobosea";"Tetramitia_VI";"Tetramitia_VI_X";NA;NA
"Otu891";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;1;0;0;0;0;1;0;0;0;0;0;0;"Eukaryota";"Amoebozoa";"Tubulinea";"Tubulinea_X";"Elardia";"Leptomyxida";"Leptomyxidae";"Leptomyxa";NA
"Otu257";7;0;2;2;0;2;2;0;0;1;0;0;2;1;4;2;0;0;1;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;4;2;2;6;3;2;7;5;1;4;2;3;10;7;7;2;7;4;1;6;8;10;4;0;3;3;2;6;0;1;4;0;1;1;0;0;2;3;7;7;"Eukaryota";"TSAR";"Stramenopiles";"Gyrista";"Peronosporomycetes";"Peronosporomycetes_X";"Peronosporales";"Pythium";NA
"Otu642";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;2;2;2;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;4;0;1;0;2;0;1;0;0;1;0;0;0;0;0;0;0;0;0;"Eukaryota";"TSAR";"Rhizaria";"Cercozoa";"Filosa-Sarcomonadea";"Cercomonadida";"Paracercomonadidae";"Paracercomonas";NA
"Otu232";1;0;10;4;0;2;3;1;2;7;2;2;2;3;2;5;7;0;3;1;0;1;2;0;2;0;0;0;0;0;1;0;0;7;0;1;1;5;3;1;0;1;0;1;4;11;0;0;2;0;0;0;0;0;1;0;8;0;0;1;0;3;0;0;2;3;1;3;5;1;0;4;0;1;4;4;0;1;2;2;4;0;1;4;7;2;5;1;3;6;5;0;13;10;3;8;2;12;"Eukaryota";"TSAR";"Stramenopiles";"Gyrista";"Chrysophyceae";"Ochromonadales";"Ochromonadaceae";"Poterioochromonas";NA
"Otu1083";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;1;0;"Eukaryota";"Amoebozoa";"Tubulinea";"Tubulinea_X";"Elardia";"Euamoebida";"Hartmannellidae";"Copromyxa";NA
"Otu1789";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;"Eukaryota";"TSAR";"Alveolata";"Ciliophora";"Colpodea";"Colpodea_X";NA;NA;NA
"Otu426";0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;4;0;0;3;0;0;0;0;0;0;0;0;0;9;0;0;3;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;2;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;1;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;"Eukaryota";"TSAR";"Rhizaria";"Cercozoa";"Filosa-Sarcomonadea";"Glissomonadida";"Sandonidae";NA;NA
"Otu1569";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;"Eukaryota";"Archaeplastida";"Chlorophyta";"Chlorophyta_X";"Mamiellophyceae";"Mamiellales";"Mamiellaceae";"Micromonas";NA
"Otu491";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;7;0;1;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;13;0;"Eukaryota";"TSAR";"Alveolata";"Ciliophora";"Colpodea";"Colpodea_X";NA;NA;NA
"Otu549";2;0;2;1;2;4;2;0;2;2;0;0;0;0;0;0;1;0;0;1;0;1;1;0;1;0;1;0;1;2;1;2;0;0;0;0;1;0;0;0;1;2;0;3;0;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;4;0;2;0;2;0;0;2;3;1;0;1;0;0;0;2;1;1;0;0;1;0;0;1;4;1;1;0;0;0;4;2;4;1;"Eukaryota";"Amoebozoa";"Evosea";"Evosea_X";"Variosea";"Fractovitellida";"Schizoplasmodiidae";NA;NA
"Otu594";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;1;0;0;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;"Eukaryota";"Amoebozoa";"Evosea";"Evosea_X";"Variosea";"Variosea_X";"Filamoebidae";"Filamoeba";NA
"Otu214";6;10;2;7;7;29;29;7;6;11;18;8;9;3;3;5;5;14;4;2;3;4;13;6;25;3;14;8;4;10;19;4;1;8;2;3;4;12;21;2;2;5;5;3;3;5;3;0;5;1;11;0;0;8;5;2;10;11;16;23;18;12;10;7;14;12;16;10;7;16;12;5;19;9;6;15;7;14;23;15;12;15;18;15;10;10;10;5;11;10;14;5;13;11;6;14;10;21;"Eukaryota";"TSAR";"Rhizaria";"Cercozoa";"Filosa-Sarcomonadea";"Glissomonadida";"Allapsidae";"Allapsidae_X";"Allapsidae_X_sp."
"Otu227";3;0;1;2;2;2;0;0;3;0;0;0;3;0;1;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;11;3;7;3;14;2;1;4;9;10;7;6;10;8;15;8;6;7;10;2;9;10;10;9;7;4;8;1;3;4;9;8;4;2;10;8;2;3;2;7;11;"Eukaryota";"Archaeplastida";"Chlorophyta";"Chlorophyta_X";"Trebouxiophyceae";"Chlorellales";"Chlorellales_X";NA;NA
"Otu68";112;0;8;12;5;13;4;8;0;2;3;11;1;1;8;2;8;8;5;0;2;11;12;11;2;2;9;7;2;0;4;3;0;14;1;2;0;1;3;0;1;5;3;0;0;0;3;11;4;0;3;0;0;42;0;0;10;20;4;13;3;13;11;9;7;7;14;19;13;16;5;19;16;11;13;33;10;9;11;25;9;22;2;31;16;18;20;15;13;4;29;11;8;12;5;5;13;6;"Eukaryota";"Excavata";"Discoba";"Discoba_X";"Heterolobosea";"Acrasida";"Acrasidae";"Allovahlkampfia";"Allovahlkampfia_sp."
"Otu455";0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;0;1;0;0;0;0;1;0;1;1;0;0;0;1;0;0;3;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;2;0;0;3;"Eukaryota";"TSAR";"Rhizaria";"Cercozoa";"Filosa-Sarcomonadea";"Cercomonadida";"Cercomonadidae";"Cercomonas";"Cercomonas_sp."
"Otu176";4;10;3;4;4;3;8;6;0;2;16;1;5;0;2;2;1;4;3;1;2;1;31;6;11;13;6;5;2;0;11;13;2;8;1;0;15;0;12;1;0;7;7;5;3;11;1;0;0;1;1;0;0;0;0;0;3;1;1;3;0;0;0;3;1;0;3;0;2;1;4;6;2;1;0;3;0;6;2;1;5;5;1;4;1;5;0;1;4;2;1;1;0;0;1;1;8;5;"Eukaryota";"Amoebozoa";"Tubulinea";"Tubulinea_X";"Elardia";"Euamoebida";"Nolandellidae";"Nolandella";"Nolandella_sp."
"Otu63";7;7;23;39;17;6;35;32;6;37;38;15;25;9;2;13;11;36;28;5;14;25;23;23;33;13;31;14;11;0;20;14;6;11;5;7;48;1;26;1;15;24;0;21;12;8;9;11;0;20;0;0;21;0;17;1;4;11;5;9;19;21;16;14;3;16;28;14;10;16;30;14;32;6;23;16;1;11;26;7;13;21;12;33;12;19;10;10;3;16;17;7;1;12;13;8;6;7;"Eukaryota";"TSAR";"Alveolata";"Ciliophora";"Litostomatea";"Litostomatea_X";"Litostomatea_XX";NA;NA
"Otu106";1;3;2;3;14;4;6;2;1;2;8;2;13;1;5;1;3;15;2;3;2;0;3;2;3;0;2;4;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;2;0;0;1;3;0;0;0;3;2;3;1;6;0;3;2;0;0;1;0;11;1;1;1;17;1;1;0;24;1;2;5;5;2;9;25;1;0;"Eukaryota";"TSAR";"Rhizaria";"Cercozoa";"Filosa-Sarcomonadea";"Glissomonadida";NA;NA;NA
"Otu212";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;6;2;1;0;4;2;0;6;2;1;31;2;3;0;1;2;1;2;3;0;0;1;0;5;2;1;6;0;5;8;0;7;5;8;4;3;0;0;1;0;"Eukaryota";"Archaeplastida";"Chlorophyta";"Chlorophyta_X";"Chlorophyceae";"Chlamydomonadales";"Chlamydomonadales_X";"Protosiphon";"Protosiphon_botryoides"
"Otu1097";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Eukaryota";"TSAR";"Stramenopiles";"Gyrista";"Peronosporomycetes";"Peronosporomycetes_X";"Peronosporales";"Pythium";NA
"Otu60";42;15;8;26;6;14;8;1;10;4;19;4;8;1;23;0;8;6;4;0;1;0;2;9;1;0;0;5;5;1;1;8;1;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;5;8;13;9;26;7;10;15;6;19;1;19;9;5;33;8;13;19;17;2;6;14;12;17;18;15;14;7;35;8;12;9;18;9;30;7;9;14;26;7;15;"Eukaryota";"TSAR";"Stramenopiles";"Gyrista";"Peronosporomycetes";"Peronosporomycetes_X";"Peronosporales";"Pythium";NA
"Otu91";4;2;7;7;5;5;8;2;2;13;2;0;5;3;1;0;2;6;2;2;2;5;11;3;11;9;12;11;9;3;4;3;12;11;5;5;10;6;24;0;3;3;0;23;5;7;5;0;12;2;11;2;6;4;1;5;6;10;2;5;0;15;7;4;6;1;10;5;3;5;5;3;8;2;4;9;0;1;6;12;7;4;1;9;6;15;0;2;8;1;6;9;7;5;1;4;1;6;"Eukaryota";"TSAR";"Rhizaria";"Cercozoa";"Filosa-Sarcomonadea";"Cercomonadida";"Cercomonadidae";"Eocercomonas";"Eocercomonas_sp."
"Otu282";0;0;3;0;0;0;2;2;0;1;0;0;3;0;2;0;4;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;5;0;0;0;0;4;0;0;5;0;0;2;0;0;0;2;0;0;0;2;4;0;1;2;0;0;0;0;0;0;0;0;1;3;1;1;1;9;7;6;0;7;0;3;2;7;7;1;1;0;0;4;0;0;0;2;2;1;3;0;4;0;2;0;1;"Eukaryota";"TSAR";"Alveolata";"Apicomplexa";"Gregarinomorphea";"Neogregarinorida";"Actinocephalidae";"Monocystis";"Monocystis_sp."
"Otu243";1;1;4;6;2;4;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;2;1;1;2;2;0;1;0;1;7;1;0;1;4;0;2;0;0;6;0;3;2;0;1;3;2;0;0;1;0;6;2;2;3;0;0;0;0;2;"Eukaryota";"TSAR";"Rhizaria";"Cercozoa";"Filosa-Sarcomonadea";"Glissomonadida";"Allapsidae";"Allapsidae_X";"Allapsidae_X_sp."
"Otu184";8;2;1;3;3;9;1;1;1;1;2;1;5;0;3;2;4;0;1;0;0;0;6;1;1;0;2;2;1;0;2;1;5;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;8;2;3;10;5;3;2;4;7;3;3;1;3;4;3;3;2;2;1;1;0;4;3;8;5;8;1;2;3;6;2;14;6;5;2;2;0;0;5;1;2;10;"Eukaryota";"Archaeplastida";"Chlorophyta";"Chlorophyta_X";"Chlorophyceae";"Sphaeropleales";"Sphaeropleales_X";"Coelastrella";NA
"Otu1298";1;6;4;1;2;3;1;0;0;1;0;1;7;0;3;1;6;0;2;0;0;0;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;1;2;0;1;1;1;1;1;3;1;7;4;0;3;1;4;2;0;1;0;3;3;2;1;1;0;0;0;1;2;0;2;5;2;0;0;8;3;2;14;"Eukaryota";"Archaeplastida";"Chlorophyta";"Chlorophyta_X";"Chlorophyceae";"Chlamydomonadales";"Chlamydomonadales_X";NA;NA
"Otu95";8;12;13;5;20;7;9;9;9;9;14;3;19;3;10;12;13;14;7;1;4;2;5;8;5;4;4;15;6;8;7;9;8;9;0;0;0;0;3;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;3;0;19;14;1;0;7;28;8;7;11;12;10;5;5;6;7;16;14;1;7;8;2;12;14;12;22;8;3;6;7;13;5;13;4;6;20;15;4;3;16;18;8;13;"Eukaryota";"Archaeplastida";"Chlorophyta";"Chlorophyta_X";"Trebouxiophyceae";NA;NA;NA;NA
"Otu229";1;2;0;4;3;0;1;0;0;0;3;0;0;0;1;0;4;0;2;0;1;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;5;0;0;2;0;3;0;1;2;4;1;0;0;0;0;0;0;0;0;0;5;2;0;0;2;7;2;0;4;3;1;6;3;0;4;7;6;2;0;9;0;0;0;5;0;25;0;1;6;3;0;1;1;11;5;0;0;1;3;0;0;4;"Eukaryota";"Archaeplastida";"Streptophyta";"Streptophyta_X";"Embryophyceae";"Embryophyceae_X";"Embryophyceae_XX";NA;NA
"Otu1779";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Eukaryota";"TSAR";"Rhizaria";"Cercozoa";"Filosa-Sarcomonadea";"Glissomonadida";"Allapsidae";"Allapsidae_X";"Allapsidae_X_sp."
"Otu1257";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;"Eukaryota";"Amoebozoa";"Tubulinea";"Tubulinea_X";"Echinamoebida";"Echinamoebida_X";"Echinamoebidae";"Echinamoeba";"Echinamoeba_sp."
"Otu900";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;1;0;1;0;0;0;0;"Eukaryota";"TSAR";"Rhizaria";"Cercozoa";"Filosa-Imbricatea";"Euglyphida";"Euglyphidae";NA;NA
"Otu618";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;0;0;0;0;0;0;4;1;1;1;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;"Eukaryota";"TSAR";"Rhizaria";"Cercozoa";"Filosa-Sarcomonadea";"Cercomonadida";"Cercomonadidae";"Cercomonas";"Cercomonas_sp."
"Otu261";1;0;3;3;1;3;0;0;0;2;1;1;1;0;0;2;19;0;4;0;1;1;2;3;0;0;0;1;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;1;0;0;0;0;0;2;1;2;4;5;1;3;3;0;0;4;0;8;2;0;3;2;2;6;3;4;1;6;2;0;8;8;0;6;3;6;5;3;8;5;9;0;6;3;3;2;2;"Eukaryota";"TSAR";"Stramenopiles";"Gyrista";"Xanthophyceae";"Xanthophyceae_X";"Xanthophyceae_XX";NA;NA
"Otu600";0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;0;1;0;2;0;0;0;0;3;0;0;0;1;2;1;0;0;0;0;0;1;0;3;1;0;0;0;2;0;0;0;0;1;2;0;1;0;0;2;0;"Eukaryota";"TSAR";"Rhizaria";"Cercozoa";"Filosa-Sarcomonadea";"Glissomonadida";"Sandonidae";NA;NA
"Otu116";21;6;5;6;5;7;1;1;2;1;5;1;8;0;6;0;1;9;1;3;0;0;3;3;0;1;2;6;2;5;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;11;5;8;6;9;4;3;15;3;9;1;3;8;3;15;8;9;8;6;3;22;14;24;8;10;4;23;3;14;7;9;15;7;10;7;6;7;6;12;13;51;"Eukaryota";"Amoebozoa";"Discosea";"Discosea_X";"Centramoebia";"Acanthopodida";NA;NA;NA
"Otu104";1;7;4;5;10;10;11;0;6;9;15;0;7;2;4;5;2;7;2;7;2;14;17;24;27;3;23;12;10;22;25;7;42;40;9;13;17;3;29;16;11;21;6;21;19;25;12;26;19;4;19;3;26;70;20;28;4;8;1;4;7;5;1;3;3;0;2;3;4;4;3;2;1;1;4;2;0;5;1;6;4;2;1;2;5;3;1;4;7;3;2;3;3;10;6;9;3;4;"Eukaryota";"Amoebozoa";"Discosea";"Discosea_X";"Centramoebia";"Acanthopodida";"Acanthamoebidae";"Acanthamoeba";"Acanthamoeba_sp."
"Otu1778";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Eukaryota";"TSAR";"Rhizaria";"Cercozoa";"Filosa-Sarcomonadea";"Cercomonadida";"Cercomonadidae";"Cercomonas";"Cercomonas_sp."
"Otu74";4;2;16;4;2;9;0;1;4;3;2;5;7;0;7;0;4;6;0;0;0;0;0;2;0;0;0;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;23;15;19;12;29;7;9;19;9;8;19;12;15;13;9;9;14;12;7;2;20;25;18;13;10;8;8;3;12;12;12;21;6;16;17;10;3;12;16;19;12;"Eukaryota";"Archaeplastida";"Chlorophyta";"Chlorophyta_X";"Trebouxiophyceae";"Chlorellales";"Chlorellales_X";"Muriella";"Muriella_terrestris"
"Otu217";3;7;0;1;15;1;2;3;0;3;18;0;2;0;3;1;0;6;8;1;2;0;0;5;2;2;3;16;4;0;1;2;4;2;2;2;0;0;0;0;1;1;0;0;0;3;1;1;0;0;0;0;0;0;2;0;1;1;1;0;0;1;2;0;0;1;1;0;0;5;4;4;3;1;1;2;0;1;3;1;1;6;1;0;1;2;1;0;0;1;4;4;5;2;3;1;2;1;"Eukaryota";"TSAR";"Rhizaria";"Cercozoa";NA;NA;NA;NA;NA
"Otu369";5;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;3;1;0;0;0;0;3;2;0;0;2;0;0;0;1;0;0;0;0;2;5;0;0;0;1;1;1;0;2;0;0;5;9;2;4;8;0;1;2;0;"Eukaryota";"TSAR";"Alveolata";"Ciliophora";"Oligohymenophorea";"Scuticociliatia_1";"Philasterida";"Philasterida_X";"Philasterida_X_sp."
